title,url,seoName,companyid
Jindal Worldwide Ltd.,/jindal-worldwide-ltd/stocks/companyid-5038.cms,jindal-worldwide-ltd,5038
Indo Rama Synthetics (India) Ltd.,/indo-rama-synthetics-india-ltd/stocks/companyid-13541.cms,indo-rama-synthetics-india-ltd,13541
Puravankara Ltd.,/puravankara-ltd/stocks/companyid-20136.cms,puravankara-ltd,20136
Gokul Refoils & Solvent Ltd.,/gokul-refoils-solvent-ltd/stocks/companyid-21324.cms,gokul-refoils-solvent-ltd,21324
KPIT Technologies Ltd.,/kpit-technologies-ltd/stocks/companyid-69000.cms,kpit-technologies-ltd,69000
Power Mech Projects Ltd.,/power-mech-projects-ltd/stocks/companyid-61181.cms,power-mech-projects-ltd,61181
Dalmia Bharat Sugar and Industries Ltd.,/dalmia-bharat-sugar-and-industries-ltd/stocks/companyid-13862.cms,dalmia-bharat-sugar-and-industries-ltd,13862
Syngene International Ltd.,/syngene-international-ltd/stocks/companyid-303.cms,syngene-international-ltd,303
Orient Electric Ltd.,/orient-electric-ltd/stocks/companyid-66440.cms,orient-electric-ltd,66440
HDFC Asset Management Company Ltd.,/hdfc-asset-management-company-ltd/stocks/companyid-14723.cms,hdfc-asset-management-company-ltd,14723
Indo Count Industries Ltd.,/indo-count-industries-ltd/stocks/companyid-13576.cms,indo-count-industries-ltd,13576
Tinplate Company of India Ltd.,/tinplate-company-of-india-ltd/stocks/companyid-12927.cms,tinplate-company-of-india-ltd,12927
Jagran Prakashan Ltd.,/jagran-prakashan-ltd/stocks/companyid-17767.cms,jagran-prakashan-ltd,17767
VRL Logistics Ltd.,/vrl-logistics-ltd/stocks/companyid-46612.cms,vrl-logistics-ltd,46612
